id,name,link,art,description
133,CraftPresence,https://modrinth.com/mod/craftpresence,https://cdn.modrinth.com/data/DFqQfIBR/16d9958b2b764a82185ad53db94ea0f37d5a80d7_96.webp,Completely Customize the way others see you play in Discord!
134,Tectonic,https://modrinth.com/datapack/tectonic,https://cdn.modrinth.com/data/lWDHr9jE/d8b3413f797479dcc0d8764756613e449a358a2e_96.webp,"Terrain shaping brought to new heights, grander and more varied than ever before!"
135,Durability Tooltip,https://modrinth.com/mod/durability-tooltip,https://cdn.modrinth.com/data/smUP7V3r/icon.png,Durability Tooltip shows you the durability of an item!
136,Forgified Fabric API,https://modrinth.com/mod/forgified-fabric-api,https://cdn.modrinth.com/data/Aqlf1Shp/bcdcfed483b0365807f75181eea89b7960cd3b1b_96.webp,Fabric API implemented on top of NeoForge
137,FallingTree,https://modrinth.com/mod/fallingtree,https://cdn.modrinth.com/data/Fb4jn8m6/02610e2f41e1a4ea06b36ad5034be2b3d03b8f88_96.webp,Break down your trees by only cutting one piece of it
138,Cave Dust,https://modrinth.com/mod/cave-dust,https://cdn.modrinth.com/data/jawg7zT1/9db694bb9f52ba4697f2d09ab8945335585ff544_96.webp,Dust is a Minecraft mod that adds the white ash particle from the Basalt Deltas biome to the underground to simulate dust!
139,Farmer's Delight,https://modrinth.com/mod/farmers-delight,https://cdn.modrinth.com/data/R2OftAxM/8e7aa38ab94d94bb0a2894a218b69beb49002b34.png,A cozy expansion to farming and cooking!
140,Legendary Tooltips,https://modrinth.com/mod/legendary-tooltips,https://cdn.modrinth.com/data/atHH8NyV/bd47257c8d4aca0e04c43269e5beb7af680b144b_96.webp,Give your rare items a fancier tooltip! Also adds additional tooltip configuration options.
141,Lootr,https://modrinth.com/mod/lootr,https://cdn.modrinth.com/data/EltpO5cN/3dc915eb1bbcd65654c17eb3870de4aba055d0c6_96.webp,A mod that makes it so nobody misses out on Loot! All loot chests are instanced per player and visually unique.
142,Easy Anvils,https://modrinth.com/mod/easy-anvils,https://cdn.modrinth.com/data/OZBR5JT5/8312814fbff95373a6888f424e44a3b3f927febd_96.webp,"Be ready for overhauled anvils! Items stay, better name tags, many tweaks!"
143,Polytone,https://modrinth.com/mod/polytone,https://cdn.modrinth.com/data/3qAYkBMB/828636188cd2427eb1158dd1e0bddd42d318ccbf_96.webp,"Customize Map Color, Block Colors, Colormaps and Block Sounds, Biome Colors, Dye Colors. Supports Optifine format. For Resource Packs"
144,Amendments,https://modrinth.com/mod/amendments,https://cdn.modrinth.com/data/6iTJugQR/46e156f1c798bfc3c18bd2a55567af1086674f02_96.webp,Many changes to vanilla blocks
145,Create: Steam 'n' Rails,https://modrinth.com/mod/create-steam-n-rails,https://cdn.modrinth.com/data/ZzjhlDgM/efac0150d612ab52768620dd53a7e8c27ce2fb0d_96.webp,Adding depth to Create's rail network & steam system
146,Global Packs,https://modrinth.com/mod/globalpacks,https://cdn.modrinth.com/data/NRLPy2mk/94f1043a08a0b4d1458ab247dcb7dc21611d75c8.png,Ship default Data- & Resourcepacks with Modpacks!
147,SuperMartijn642's Core Lib,https://modrinth.com/mod/supermartijn642s-core-lib,https://cdn.modrinth.com/data/rOUBggPv/e745e719d7fe2aa0335d819ca9c97defbf2e0bcb_96.webp,SuperMartijn642's Core Lib adds lots of basic implementations that allow for similar code between different Minecraft versions!
148,CorgiLib,https://modrinth.com/mod/corgilib,https://cdn.modrinth.com/data/ziOp6EO8/46be0599bd15d6eff8c6da814b28700dc53a3eb7_96.webp,A library mod containing code used across Corgi Taco's mods.
149,Deeper and Darker,https://modrinth.com/mod/deeperdarker,https://cdn.modrinth.com/data/fnAffV0n/be8023f374038c6bd8a52a0e5b2cbc4eb1a37746_96.webp,"A Minecraft mod which features more blocks, items, armors, and hidden mysteries to complement the Deep Dark biome."
150,GlitchCore,https://modrinth.com/mod/glitchcore,https://cdn.modrinth.com/data/s3dmwKy5/76dd9e7bc737a02b723730ab34f536ab43936980.png,A library mod aimed at abstracting mod loaders and providing various utilities for our mods.
151,YUNG's Extras,https://modrinth.com/mod/yungs-extras,https://cdn.modrinth.com/data/ZYgyPyfq/153c00f1d64b90c8b5fd0c5136df91a65efc1df2_96.webp,"Extra structures, features, and vanilla+ content suitable for any modpack!"
152,Easy Magic,https://modrinth.com/mod/easy-magic,https://cdn.modrinth.com/data/9hx3AbJM/7afd602e584e52950fa27695ac269a2dc48712ca_96.webp,"Enchanting tables as they always should have been! Items stay after closing, and easy re-rolls."
153,Highlight,https://modrinth.com/mod/highlight,https://cdn.modrinth.com/data/Vz96hXMh/e4a210b52cd7b46b6b803c5d52e7b6bef7d478a3_96.webp,Highlight changes the visualization of specific blocks in the game to have more aligned selections to their models.
154,JamLib,https://modrinth.com/mod/jamlib,https://cdn.modrinth.com/data/IYY9Siz8/7585f4d35b18467c2d0d9c496e3b7cd4919c413a_96.webp,"The platform-agnostic, Architectury based library used in all of JamCoreModding's mods"
155,EMIffect,https://modrinth.com/mod/emiffect,https://cdn.modrinth.com/data/705gWllI/e940511ee36de841ea1c55777a27f06cf0cff5e6.png,EMI addon that appends status effects in EMI and provides information about each status effect.
156,Boat Item View,https://modrinth.com/mod/boat-item-view,https://cdn.modrinth.com/data/BdKIyOLe/icon.png,See your held items when in a moving boat!
157,Euphoria Patches,https://modrinth.com/mod/euphoria-patches,https://cdn.modrinth.com/data/4H6sumDB/437130f3f10997f720ff0b788cb24cde3b3b8541.png,"Euphoria Patches is an add-on for Complementary Shaders, extending it with more optional features and settings."
158,Sodium Dynamic Lights,https://modrinth.com/mod/sodium-dynamic-lights,https://cdn.modrinth.com/data/PxQSWIcD/a5ab5515213391934e18baaf487c87e4b24ebfa3_96.webp,Multiloader port of LambDynLights that adds Sodium options integration
159,[TaCZ] Timeless and Classics Zero,https://modrinth.com/mod/timeless-and-classics-zero,https://cdn.modrinth.com/data/SzzJttH8/fd27766d2bb8390d284696b1dbd358f87e081439_96.webp,The most Immersive and Customizable modern FPS experience in Minecraft - A complete Remaster of the TaC gun mod by the original team.
160,Roughly Enough Professions (REP),https://modrinth.com/mod/roughly-enough-professions-rep,https://cdn.modrinth.com/data/V8XJ8f5f/2dcd6b3a6fe5961271fa84eec3a9cc7b4a9c1bda_96.webp,An REI addon that adds profession workstations
161,bad packets,https://modrinth.com/mod/badpackets,https://cdn.modrinth.com/data/ftdbN0KK/icon.png,Bad Packets allows packet messaging between different modding platforms.
162,Pick Up Notifier,https://modrinth.com/mod/pick-up-notifier,https://cdn.modrinth.com/data/ZX66K16c/8005a3a223dde914bebce0639db1127950cc6c1b_96.webp,Be notified about all the things you've just collected.
163,Sinytra Connector,https://modrinth.com/mod/connector,https://cdn.modrinth.com/data/u58R1TMW/cc0775e1d038b26b7c91144fe4c5ee3b21d3a6a3_96.webp,The Fabric Compatibility Layer for NeoForge
164,Guard Villagers,https://modrinth.com/mod/guard-villagers,https://cdn.modrinth.com/data/H1sntfo8/b95a237f1b05eb3aa8e27b16b756db99d327c37f_96.webp,Village Pest Control
165,ChoiceTheorem's Overhauled Village,https://modrinth.com/mod/ct-overhaul-village,https://cdn.modrinth.com/data/fgmhI8kH/9c616710df27b0bc60281a7ad69a2a6f77ea2d72_96.webp,"Enhances and creates new villages and pillager outposts, that perfectly fit into your Minecraft world."
166,Elytra Slot,https://modrinth.com/mod/elytra-slot,https://cdn.modrinth.com/data/mSQF1NpT/b59d48e0111456cac90a18e4edc0b0d9727414a2.png,Adds accessory support to the elytra so you can fly and wear chest armor at the same time. Formerly known as Curious Elytra and Elytra Trinket.
167,AI Improvements,https://modrinth.com/mod/ai-improvements,https://cdn.modrinth.com/data/DSVgwcji/819dbaeb9b0dac8250a1403d1db7e7646f9a9b8f.png,"Performance improvements for vanilla AI, with  the ability to turn off certain AI behaviors"
168,Villager Names,https://modrinth.com/mod/villager-names-serilum,https://cdn.modrinth.com/data/gqRXDo8B/44a24693e277ae99295054691d0acbbbf0d56774_96.webp,🧑‍🌾 Gives all villager entities a default or custom name to liven up the world.
169,Naturalist,https://modrinth.com/mod/naturalist,https://cdn.modrinth.com/data/F8BQNPWX/06f421b5c96c2002414373f3e23e07063021a370_96.webp,Adds 24 animals *(not including variants!)* to your world with immersive behaviors and drops.
170,Drip Sounds,https://modrinth.com/mod/dripsounds,https://cdn.modrinth.com/data/T8MMXTpr/d338decae13e71b934605932901921c4d72b8b6f_96.webp,Adds sounds for drip particles landing & settings for block particles
171,Rebind Narrator,https://modrinth.com/mod/rebind-narrator,https://cdn.modrinth.com/data/qw2Ls89j/icon.png,it's 2021 and you can't change the narrator key UPDATE: it's 2022 and you still can't change the narrator key UPDATE: it's 2023 and you still can't change the narrator key UPDATE: it's 2024 and you still can't change the narrator key UPDATE: it's 2025 and
172,Leaves Be Gone,https://modrinth.com/mod/leaves-be-gone,https://cdn.modrinth.com/data/AVq17PqV/934f715214e4140b4984c59edbf86649e3e5e607_96.webp,Quick leaf decay from cutting down trees. Built for fast performance and mod compat!
173,Client Tweaks,https://modrinth.com/mod/client-tweaks,https://cdn.modrinth.com/data/vPNqo58Q/a9144fbd356f92c39be0e5b70d73136ac37fe0f6_96.webp,"There, I fixed Minecraft for you. Various optional tweaks to improve Minecraft Quality of Life."
174,Immersive Aircraft,https://modrinth.com/mod/immersive-aircraft,https://cdn.modrinth.com/data/x3HZvrj6/08205d73c1e3e28eae9c4c6e272eaae34326e4b0_96.webp,"A bunch of rustic aircraft to travel, transport, and explore!"
175,Sounds,https://modrinth.com/mod/sound,https://cdn.modrinth.com/data/ZouiUX7t/b6ae84ea14654245f58856722473afeddf72360c_96.webp,"Adds a wide range of new and improved sound effects to Minecraft, letting you customize everything from block interactions to UI events. Easily tweak or expand the sounds with resource packs and data generation for a fully personalized audio experience."
176,BisectHosting Server Integration Menu,https://modrinth.com/mod/bisect-mod,https://cdn.modrinth.com/data/yWSAtnfH/1441c2b75045151c4cf3f0b78511ead9fe4dae27_96.webp,BisectHosting Server Ordering Menu
177,Freecam,https://modrinth.com/mod/freecam,https://cdn.modrinth.com/data/XeEZ3fK2/icon.png,A highly customizable freecam mod.
178,Not Enough Crashes,https://modrinth.com/mod/notenoughcrashes,https://cdn.modrinth.com/data/yM94ont6/0bd6cd7608cde62529c05ed19626029c062107ed_96.webp,"When crashing, you can go back to the title screen and keep playing, without needing to restart, alongside other things to make crashes more pleasant."
179,Rhino,https://modrinth.com/mod/rhino,https://cdn.modrinth.com/data/sk9knFPE/fd4ab05472a7e28fbd62054e5640ef61308cc4a6_96.webp,"A fork of Mozilla's Rhino library, modified for use in mods"
180,Geophilic,https://modrinth.com/datapack/geophilic,https://cdn.modrinth.com/data/hl5OLM95/6846fa80f84d2baa0dd07f8ee65b6f10bf223a84_96.webp,A subtle-ish overhaul of vanilla Overworld biomes! Reworked!
181,Lithostitched,https://modrinth.com/mod/lithostitched,https://cdn.modrinth.com/data/XaDC71GB/bc3425bcb318176adc7da99b6eec48787eed98d3.png,Library mod with new configurability and compatibility enhancements for worldgen
182,Cut Through,https://modrinth.com/mod/cut-through,https://cdn.modrinth.com/data/Dk6su9JN/263020d06015d2b760dfa0f52de0a87dc0345d97_96.webp,Cleanly swing through transparent blocks like tall grass to hit mobs without breaking said block.
183,Neat,https://modrinth.com/mod/neat,https://cdn.modrinth.com/data/Ins7SzzR/a2b99cc9bc355ae461f71dff13f9a6808827d399_96.webp,Functional minimalistic Unit Frames for the modern Minecrafter
184,GraveStone Mod,https://modrinth.com/mod/gravestone-mod,https://cdn.modrinth.com/data/RYtXKJPr/ee9d4610b3892547c20ac61bcdb2517d1b3a4649_96.webp,Places a gravestone with your inventory items inside when you die
185,Do a Barrel Roll,https://modrinth.com/mod/do-a-barrel-roll,https://cdn.modrinth.com/data/6FtRfnLg/adc87c81f55b75a07d29349452c1c8da0ad925a4_96.webp,Microsoft flight simulator for Minecraft elytras.
186,Citadel,https://modrinth.com/mod/citadel,https://cdn.modrinth.com/data/jJfV67b1/0aa5d9f63754fa9a39b9d3deff95e5819fa5b721_96.webp,A Lightweight Library
187,Another Furniture,https://modrinth.com/mod/another-furniture,https://cdn.modrinth.com/data/ulloLmqG/041973654454890a48f437d8257e7be3ca53b7b2_96.webp,Vanilla-styled Minecraft furniture mod.
188,KubeJS,https://modrinth.com/mod/kubejs,https://cdn.modrinth.com/data/umyGl7zF/ced768ee05e293837a24eacf00838061e02964a0_96.webp,"Edit recipes, add new custom items, script world events, all in JavaScript!"
189,Crafting Tweaks,https://modrinth.com/mod/crafting-tweaks,https://cdn.modrinth.com/data/DMu0oBKf/e0ba8860a4352911234e3c8f6e5118ba652f5fc8_96.webp,"Allows you to rotate, balance or clear the crafting matrix by the press of a button, in any (supported) crafting window."
190,Resourcify,https://modrinth.com/mod/resourcify,https://cdn.modrinth.com/data/RLzHAoZe/a353989ea9f0f124ebe7cf3e67274c2d72751431_96.webp,"In-game resource pack, data pack and shader browser and updater."
191,The Lost Cities,https://modrinth.com/mod/the-lost-cities,https://cdn.modrinth.com/data/8VDCUS3b/32939d6f7f9e73649a551407159291313c157720_96.webp,Allows the player to play in an old abandoned city instead of the normal overworld
192,RightClickHarvest,https://modrinth.com/mod/rightclickharvest,https://cdn.modrinth.com/data/Cnejf5xM/b6e535989217836c2adc49b06f4b3c8f429afda3_96.webp,Allows you to harvest crops with right click
193,Spartan Weaponry,https://modrinth.com/mod/spartan-weaponry,https://cdn.modrinth.com/data/icU5P2Mk/f13551ab4b8e441a15214df5680bd0c953f8633c_96.webp,Weapons Galore! A whole new arsenal of weaponry made for Minecraft!
194,Forge Config Screens,https://modrinth.com/mod/forge-config-screens,https://cdn.modrinth.com/data/5WeWGLoJ/218f26d9a3c3fd683c2cc6aaa4a5c04f597cb434_96.webp,Allows Forge's configs to be configured directly in-game. Quick and easy with a beautiful design!
195,Dynamic Trees,https://modrinth.com/mod/dynamictrees,https://cdn.modrinth.com/data/vdjF5PL5/6dac1c1ae1389888eb6856c70bd27c9b94bf611c_96.webp,"Trees that grow, forests that spread"
196,What Are They Up To (Watut),https://modrinth.com/mod/what-are-they-up-to,https://cdn.modrinth.com/data/AtB5mHky/f0809106cc4633fb64323664664280f860b080a4_96.webp,"Lets you see if players are typing, in a GUI, idle, with cool ingame visuals"
197,Necronomicon API,https://modrinth.com/mod/necronomicon,https://cdn.modrinth.com/data/P1Kv5EAO/45ae65c167af03db946bbd0e84ba5d2dcbc91138.png,A personal utility library for my mods.
198,Spartan Shields,https://modrinth.com/mod/spartan-shields,https://cdn.modrinth.com/data/W5rjEyqs/c8175d71a1936dd278092f0e0767f70607369fea_96.webp,Needing more Shields in Minecraft? You've come to the right place!
199,Fusion (Connected Textures),https://modrinth.com/mod/fusion-connected-textures,https://cdn.modrinth.com/data/p19vrgc2/8a9940a468bb536f7402b389d583e7f070ee14fb_96.webp,Fusion allows resource packs to use additional texture and model types such as connected textures!
200,Botarium,https://modrinth.com/mod/botarium,https://cdn.modrinth.com/data/2u6LRnMa/5770647ce9e78a5db4c75c5cd9c92f6436aeea11_96.webp,"A crossplatform API for devs that makes transfer and storage of items, fluids and energy easier, as well as some other helpful things"
201,Pehkui,https://modrinth.com/mod/pehkui,https://cdn.modrinth.com/data/t5W7Jfwy/icon.png,"Lets you change the size of most entities, shrinking their scale smaller or growing them larger"
202,Better Mods Button,https://modrinth.com/mod/better-mods-button,https://cdn.modrinth.com/data/KUZAAwdD/a7120d4445c7ea37cc9c37d7f332186daff26d8e_96.webp,"Your mods button, your way. Where you want it, and how you want it!"
203,AzureLib,https://modrinth.com/mod/azurelib,https://cdn.modrinth.com/data/7zlUOZvb/8b2cb16452c1d3bb33574519a6f5cf4ce86f13a3_96.webp,Based off Geckolib but now just for my own needs.
204,Alternate Current,https://modrinth.com/mod/alternate-current,https://cdn.modrinth.com/data/r0v8vy1s/fbb5a094676807df4b5ca1686033d5eb5fc389fd.png,An efficient and non-locational redstone dust implementation
205,Double Doors,https://modrinth.com/mod/double-doors,https://cdn.modrinth.com/data/JrvR9OHr/bf25550d32342e00b8a8065a99f83f22e34b3d88_96.webp,"🚪 Multiple identical double doors, trapdoors and fence gates can be opened simultaneously."
206,Sodium Options API,https://modrinth.com/mod/sodium-options-api,https://cdn.modrinth.com/data/Es5v4eyq/7bff17babb498584c0edd74211d97435b651c11f_96.webp,Config API for adding Sodium options with a better categories menu
207,Zume,https://modrinth.com/mod/zume,https://cdn.modrinth.com/data/o6qsdrrQ/baecae4eaaac86de4ac699f57e5203edb3019f3f.png,An over-engineered Zoom mod by Nolij
208,Default Options,https://modrinth.com/mod/default-options,https://cdn.modrinth.com/data/WEg59z5b/ce5654a0aaa534f6a7c203870c67d09c4b80aedb_96.webp,A way for modpacks to ship a default (key) configuration without having to include an options.txt file. Also allows local options from any mod .cfg file.
209,Chloride (Embeddium++/Sodium++),https://modrinth.com/mod/chloride,https://cdn.modrinth.com/data/yD9qW65f/da3beac7a50202458b54560f04aad20033895bab_96.webp,Gives Embeddium/Sodium additional Performance and Quality features for a tasteful experience
210,Vein Mining,https://modrinth.com/mod/vein-mining,https://cdn.modrinth.com/data/bRAPbNyF/35aee97b92478e08c3fd96ceed2d16c4f8d036b3.png,"A lightweight, highly configurable Vein Mining enchantment for tools."
